index,true_age_bin,true_gender,true_race,deepface_age,deepface_gender,gender_confidence
8663,3-9,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(19.505276), 'Man': np.float32(80.49473)}"
8669,3-9,Male,White,29,Woman,"{'Woman': np.float32(97.78977), 'Man': np.float32(2.2102306)}"
8670,3-9,Male,Black,25,Woman,"{'Woman': np.float32(91.1173), 'Man': np.float32(8.882692)}"
8671,3-9,Female,Black,32,Man,"{'Woman': np.float32(10.038973), 'Man': np.float32(89.96104)}"
8672,10-19,Female,White,29,Man,"{'Woman': np.float32(1.72517), 'Man': np.float32(98.27483)}"
8682,3-9,Male,Black,32,Man,"{'Woman': np.float32(19.764128), 'Man': np.float32(80.23587)}"
8684,more than 70,Male,White,43,Man,"{'Woman': np.float32(0.03478125), 'Man': np.float32(99.96522)}"
8686,10-19,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(21.054684), 'Man': np.float32(78.94532)}"
8696,10-19,Female,East Asian,27,Man,"{'Woman': np.float32(16.873047), 'Man': np.float32(83.12695)}"
8697,10-19,Female,Latino_Hispanic,25,Woman,"{'Woman': np.float32(92.25342), 'Man': np.float32(7.746585)}"
8699,3-9,Male,Black,34,Man,"{'Woman': np.float32(16.11977), 'Man': np.float32(83.88023)}"
8702,3-9,Male,Indian,24,Man,"{'Woman': np.float32(0.20216657), 'Man': np.float32(99.79784)}"
8705,10-19,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(5.7053204), 'Man': np.float32(94.29467)}"
8706,10-19,Female,East Asian,35,Woman,"{'Woman': np.float32(96.12975), 'Man': np.float32(3.8702495)}"
8707,3-9,Female,Southeast Asian,22,Man,"{'Woman': np.float32(5.150048), 'Man': np.float32(94.84995)}"
8714,3-9,Female,White,37,Woman,"{'Woman': np.float32(91.57295), 'Man': np.float32(8.427043)}"
8716,10-19,Female,East Asian,28,Man,"{'Woman': np.float32(5.208974), 'Man': np.float32(94.79103)}"
8719,10-19,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(25.66419), 'Man': np.float32(74.335815)}"
8720,3-9,Male,Middle Eastern,37,Man,"{'Woman': np.float32(23.94248), 'Man': np.float32(76.057526)}"
8722,10-19,Female,Black,30,Man,"{'Woman': np.float32(6.8408976), 'Man': np.float32(93.159096)}"
8724,more than 70,Male,White,39,Man,"{'Woman': np.float32(8.058385), 'Man': np.float32(91.94162)}"
8730,3-9,Female,Indian,41,Woman,"{'Woman': np.float32(81.22258), 'Man': np.float32(18.777422)}"
8732,10-19,Male,White,27,Man,"{'Woman': np.float32(41.884007), 'Man': np.float32(58.11599)}"
8736,3-9,Male,Indian,30,Man,"{'Woman': np.float32(0.17960295), 'Man': np.float32(99.8204)}"
8737,0-2,Male,Black,27,Man,"{'Woman': np.float32(0.90279293), 'Man': np.float32(99.097206)}"
8738,more than 70,Female,East Asian,29,Man,"{'Woman': np.float32(0.9991972), 'Man': np.float32(99.0008)}"
8744,3-9,Female,Middle Eastern,27,Woman,"{'Woman': np.float32(72.39683), 'Man': np.float32(27.603172)}"
8747,3-9,Male,Southeast Asian,32,Man,"{'Woman': np.float32(8.213682), 'Man': np.float32(91.786316)}"
8749,3-9,Male,Indian,30,Man,"{'Woman': np.float32(36.968613), 'Man': np.float32(63.031387)}"
8753,10-19,Male,White,28,Man,"{'Woman': np.float32(20.621983), 'Man': np.float32(79.37802)}"
8757,10-19,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(14.609939), 'Man': np.float32(85.39006)}"
8758,3-9,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.3945658), 'Man': np.float32(99.60543)}"
8760,3-9,Male,Black,33,Woman,"{'Woman': np.float32(55.007416), 'Man': np.float32(44.992588)}"
8763,10-19,Male,White,29,Man,"{'Woman': np.float32(1.8784325), 'Man': np.float32(98.12157)}"
8767,more than 70,Male,White,48,Man,"{'Woman': np.float32(1.3082126), 'Man': np.float32(98.69178)}"
8770,3-9,Female,Indian,33,Man,"{'Woman': np.float32(4.318813), 'Man': np.float32(95.68119)}"
8772,3-9,Female,White,27,Woman,"{'Woman': np.float32(97.47446), 'Man': np.float32(2.5255404)}"
8774,10-19,Female,Middle Eastern,35,Man,"{'Woman': np.float32(48.506878), 'Man': np.float32(51.493126)}"
8775,0-2,Female,Southeast Asian,26,Man,"{'Woman': np.float32(3.3628728), 'Man': np.float32(96.63712)}"
8776,3-9,Female,White,29,Woman,"{'Woman': np.float32(99.91225), 'Man': np.float32(0.08776079)}"
8781,3-9,Female,White,34,Man,"{'Woman': np.float32(18.655495), 'Man': np.float32(81.344505)}"
8786,10-19,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(1.5689129), 'Man': np.float32(98.43108)}"
8789,10-19,Female,Latino_Hispanic,28,Man,"{'Woman': np.float32(12.479996), 'Man': np.float32(87.52001)}"
8792,3-9,Male,East Asian,35,Man,"{'Woman': np.float32(9.265951), 'Man': np.float32(90.734055)}"
8794,10-19,Male,White,32,Man,"{'Woman': np.float32(1.8802053), 'Man': np.float32(98.119804)}"
8804,more than 70,Male,Middle Eastern,61,Man,"{'Woman': np.float32(0.061594456), 'Man': np.float32(99.93841)}"
8809,3-9,Female,White,22,Woman,"{'Woman': np.float32(86.14658), 'Man': np.float32(13.85342)}"
8812,10-19,Female,Middle Eastern,26,Man,"{'Woman': np.float32(20.362816), 'Man': np.float32(79.637184)}"
8814,3-9,Female,Indian,28,Woman,"{'Woman': np.float32(61.375546), 'Man': np.float32(38.62446)}"
8815,3-9,Male,Black,39,Man,"{'Woman': np.float32(15.688671), 'Man': np.float32(84.31133)}"
8816,3-9,Female,Indian,29,Man,"{'Woman': np.float32(10.937138), 'Man': np.float32(89.06286)}"
8817,3-9,Male,Black,28,Man,"{'Woman': np.float32(2.3901327), 'Man': np.float32(97.60987)}"
8822,10-19,Female,Black,25,Man,"{'Woman': np.float32(0.0991718), 'Man': np.float32(99.90083)}"
8828,3-9,Male,East Asian,29,Man,"{'Woman': np.float32(13.7378435), 'Man': np.float32(86.26215)}"
8837,10-19,Male,White,32,Man,"{'Woman': np.float32(18.081478), 'Man': np.float32(81.91852)}"
8839,3-9,Female,Latino_Hispanic,30,Man,"{'Woman': np.float32(5.063159), 'Man': np.float32(94.936844)}"
8841,3-9,Female,Latino_Hispanic,29,Woman,"{'Woman': np.float32(77.351845), 'Man': np.float32(22.648151)}"
8844,10-19,Male,Indian,30,Man,"{'Woman': np.float32(26.839394), 'Man': np.float32(73.16061)}"
8845,more than 70,Male,White,47,Man,"{'Woman': np.float32(4.512993), 'Man': np.float32(95.48701)}"
8850,3-9,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(36.559753), 'Man': np.float32(63.440247)}"
8853,0-2,Male,Black,33,Man,"{'Woman': np.float32(47.594063), 'Man': np.float32(52.405937)}"
8856,10-19,Female,Southeast Asian,33,Woman,"{'Woman': np.float32(98.670006), 'Man': np.float32(1.3299918)}"
8858,3-9,Male,Southeast Asian,39,Man,"{'Woman': np.float32(10.273182), 'Man': np.float32(89.726814)}"
8864,3-9,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(8.245507), 'Man': np.float32(91.75449)}"
8865,3-9,Male,White,24,Man,"{'Woman': np.float32(2.9209206), 'Man': np.float32(97.07908)}"
8866,10-19,Female,Indian,29,Man,"{'Woman': np.float32(7.2968044), 'Man': np.float32(92.70319)}"
8873,3-9,Female,Indian,31,Man,"{'Woman': np.float32(21.795595), 'Man': np.float32(78.20441)}"
8882,0-2,Male,Indian,27,Man,"{'Woman': np.float32(21.964489), 'Man': np.float32(78.03551)}"
8886,3-9,Male,Black,26,Man,"{'Woman': np.float32(10.097701), 'Man': np.float32(89.9023)}"
8892,3-9,Male,Southeast Asian,24,Man,"{'Woman': np.float32(0.19176306), 'Man': np.float32(99.80824)}"
8895,3-9,Female,Black,30,Man,"{'Woman': np.float32(7.2813697), 'Man': np.float32(92.71863)}"
8901,10-19,Female,Black,35,Man,"{'Woman': np.float32(22.844353), 'Man': np.float32(77.15565)}"
8902,3-9,Male,East Asian,26,Man,"{'Woman': np.float32(0.13930917), 'Man': np.float32(99.860695)}"
8907,10-19,Female,Black,30,Man,"{'Woman': np.float32(0.09685872), 'Man': np.float32(99.903145)}"
8908,0-2,Female,East Asian,31,Man,"{'Woman': np.float32(13.7397785), 'Man': np.float32(86.260216)}"
8909,10-19,Male,Indian,28,Man,"{'Woman': np.float32(0.060154434), 'Man': np.float32(99.93985)}"
8916,10-19,Female,East Asian,31,Man,"{'Woman': np.float32(48.018463), 'Man': np.float32(51.981533)}"
8921,10-19,Male,Southeast Asian,23,Man,"{'Woman': np.float32(0.08383999), 'Man': np.float32(99.91616)}"
8934,10-19,Female,Black,31,Man,"{'Woman': np.float32(0.050954077), 'Man': np.float32(99.949036)}"
8935,10-19,Female,Southeast Asian,28,Woman,"{'Woman': np.float32(98.422226), 'Man': np.float32(1.5777688)}"
8936,10-19,Female,Indian,26,Man,"{'Woman': np.float32(17.645514), 'Man': np.float32(82.354485)}"
8938,10-19,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.2533514), 'Man': np.float32(99.74664)}"
8939,3-9,Female,Middle Eastern,23,Man,"{'Woman': np.float32(0.6002674), 'Man': np.float32(99.399734)}"
8943,0-2,Male,White,29,Man,"{'Woman': np.float32(16.154703), 'Man': np.float32(83.8453)}"
8946,10-19,Female,Indian,33,Man,"{'Woman': np.float32(20.314833), 'Man': np.float32(79.68517)}"
8951,3-9,Male,Indian,26,Man,"{'Woman': np.float32(1.2568014), 'Man': np.float32(98.7432)}"
8961,10-19,Male,Southeast Asian,28,Man,"{'Woman': np.float32(0.9835204), 'Man': np.float32(99.01648)}"
8963,10-19,Male,Southeast Asian,31,Man,"{'Woman': np.float32(5.5974016), 'Man': np.float32(94.402596)}"
8964,0-2,Female,Southeast Asian,36,Man,"{'Woman': np.float32(3.4119687), 'Man': np.float32(96.588036)}"
8965,10-19,Female,Latino_Hispanic,38,Man,"{'Woman': np.float32(6.216011), 'Man': np.float32(93.78399)}"
8967,3-9,Female,Indian,27,Man,"{'Woman': np.float32(0.737588), 'Man': np.float32(99.26241)}"
8969,3-9,Male,Indian,33,Man,"{'Woman': np.float32(8.2022705), 'Man': np.float32(91.79773)}"
8979,3-9,Male,Southeast Asian,24,Man,"{'Woman': np.float32(0.6521986), 'Man': np.float32(99.34779)}"
8980,more than 70,Male,White,40,Man,"{'Woman': np.float32(3.1447358), 'Man': np.float32(96.855255)}"
8988,3-9,Male,Indian,31,Man,"{'Woman': np.float32(39.321728), 'Man': np.float32(60.67827)}"
8996,3-9,Female,Middle Eastern,34,Woman,"{'Woman': np.float32(61.572258), 'Man': np.float32(38.427742)}"
8997,10-19,Male,Middle Eastern,27,Man,"{'Woman': np.float32(6.2848754), 'Man': np.float32(93.71513)}"
9006,10-19,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(2.281064), 'Man': np.float32(97.71893)}"
9008,10-19,Female,East Asian,33,Woman,"{'Woman': np.float32(95.14838), 'Man': np.float32(4.851625)}"
9010,more than 70,Male,White,50,Man,"{'Woman': np.float32(0.027875794), 'Man': np.float32(99.97212)}"
9011,3-9,Male,White,20,Man,"{'Woman': np.float32(1.2898756), 'Man': np.float32(98.71012)}"
9012,10-19,Female,Middle Eastern,30,Man,"{'Woman': np.float32(16.46005), 'Man': np.float32(83.53995)}"
9016,10-19,Female,Black,29,Man,"{'Woman': np.float32(44.552303), 'Man': np.float32(55.447697)}"
9017,3-9,Female,Latino_Hispanic,27,Woman,"{'Woman': np.float32(99.6872), 'Man': np.float32(0.31279576)}"
9020,0-2,Female,East Asian,35,Woman,"{'Woman': np.float32(61.736256), 'Man': np.float32(38.263737)}"
9022,more than 70,Male,Indian,47,Man,"{'Woman': np.float32(12.342145), 'Man': np.float32(87.65786)}"
9025,10-19,Male,Latino_Hispanic,34,Man,"{'Woman': np.float32(23.694408), 'Man': np.float32(76.305595)}"
9031,3-9,Female,Latino_Hispanic,22,Man,"{'Woman': np.float32(2.66918), 'Man': np.float32(97.330826)}"
9034,3-9,Female,Latino_Hispanic,29,Man,"{'Woman': np.float32(18.40684), 'Man': np.float32(81.593155)}"
9035,10-19,Female,Latino_Hispanic,28,Woman,"{'Woman': np.float32(98.48663), 'Man': np.float32(1.5133692)}"
9037,3-9,Male,Black,26,Man,"{'Woman': np.float32(6.269688), 'Man': np.float32(93.730316)}"
9042,10-19,Female,White,42,Woman,"{'Woman': np.float32(99.099266), 'Man': np.float32(0.9007417)}"
9048,3-9,Male,Southeast Asian,35,Woman,"{'Woman': np.float32(84.755455), 'Man': np.float32(15.24454)}"
9049,3-9,Male,Black,30,Man,"{'Woman': np.float32(5.8425617), 'Man': np.float32(94.15744)}"
9061,10-19,Male,Southeast Asian,30,Woman,"{'Woman': np.float32(74.39631), 'Man': np.float32(25.603687)}"
9065,3-9,Female,White,23,Woman,"{'Woman': np.float32(99.99974), 'Man': np.float32(0.00025801695)}"
9067,10-19,Female,Latino_Hispanic,32,Woman,"{'Woman': np.float32(95.008514), 'Man': np.float32(4.991484)}"
9074,0-2,Female,Indian,25,Woman,"{'Woman': np.float32(95.11636), 'Man': np.float32(4.883633)}"
9077,0-2,Male,Indian,33,Man,"{'Woman': np.float32(17.468056), 'Man': np.float32(82.531944)}"
9078,10-19,Male,Southeast Asian,29,Man,"{'Woman': np.float32(2.1792624), 'Man': np.float32(97.82074)}"
9081,10-19,Male,Latino_Hispanic,33,Man,"{'Woman': np.float32(29.41651), 'Man': np.float32(70.583496)}"
9087,10-19,Male,Indian,26,Man,"{'Woman': np.float32(3.122054), 'Man': np.float32(96.877945)}"
9092,3-9,Male,Southeast Asian,24,Man,"{'Woman': np.float32(1.1317179), 'Man': np.float32(98.86828)}"
9099,10-19,Male,Black,36,Man,"{'Woman': np.float32(1.3027551), 'Man': np.float32(98.69724)}"
9100,10-19,Male,Latino_Hispanic,23,Man,"{'Woman': np.float32(0.07980411), 'Man': np.float32(99.9202)}"
9102,3-9,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(5.3126707), 'Man': np.float32(94.68733)}"
9103,more than 70,Female,Middle Eastern,26,Man,"{'Woman': np.float32(1.1119014), 'Man': np.float32(98.8881)}"
9104,10-19,Female,Middle Eastern,27,Woman,"{'Woman': np.float32(99.86135), 'Man': np.float32(0.13865134)}"
9106,10-19,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.1811971), 'Man': np.float32(99.818794)}"
9107,3-9,Male,Black,26,Man,"{'Woman': np.float32(27.584747), 'Man': np.float32(72.41525)}"
9118,10-19,Male,Indian,26,Man,"{'Woman': np.float32(1.4017717), 'Man': np.float32(98.59823)}"
9122,10-19,Male,Southeast Asian,30,Man,"{'Woman': np.float32(4.7798796), 'Man': np.float32(95.220116)}"
9129,10-19,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(5.464032), 'Man': np.float32(94.53597)}"
9136,10-19,Female,Latino_Hispanic,27,Man,"{'Woman': np.float32(2.2479258), 'Man': np.float32(97.752075)}"
9137,10-19,Female,Southeast Asian,33,Woman,"{'Woman': np.float32(80.05685), 'Man': np.float32(19.94315)}"
9142,10-19,Male,Middle Eastern,29,Man,"{'Woman': np.float32(25.430769), 'Man': np.float32(74.56924)}"
9149,10-19,Male,White,25,Man,"{'Woman': np.float32(0.8355463), 'Man': np.float32(99.16446)}"
9153,3-9,Female,Latino_Hispanic,29,Woman,"{'Woman': np.float32(56.577324), 'Man': np.float32(43.422672)}"
9162,3-9,Male,Middle Eastern,27,Man,"{'Woman': np.float32(19.764935), 'Man': np.float32(80.23506)}"
9169,3-9,Male,Middle Eastern,30,Man,"{'Woman': np.float32(6.7377186), 'Man': np.float32(93.262276)}"
9177,10-19,Male,Southeast Asian,27,Man,"{'Woman': np.float32(0.12061474), 'Man': np.float32(99.87939)}"
9182,3-9,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(82.943794), 'Man': np.float32(17.056202)}"
9185,10-19,Female,Indian,30,Man,"{'Woman': np.float32(0.18657705), 'Man': np.float32(99.81343)}"
9191,more than 70,Male,East Asian,24,Man,"{'Woman': np.float32(2.5581717), 'Man': np.float32(97.441826)}"
9192,10-19,Female,Black,24,Man,"{'Woman': np.float32(1.0245583), 'Man': np.float32(98.97544)}"
9193,10-19,Female,Southeast Asian,23,Man,"{'Woman': np.float32(0.1925248), 'Man': np.float32(99.80748)}"
9195,10-19,Male,Black,28,Man,"{'Woman': np.float32(2.5275788), 'Man': np.float32(97.47242)}"
9200,3-9,Male,Latino_Hispanic,33,Woman,"{'Woman': np.float32(91.30587), 'Man': np.float32(8.694136)}"
9202,3-9,Female,Indian,28,Woman,"{'Woman': np.float32(99.98715), 'Man': np.float32(0.0128510725)}"
9204,3-9,Male,Indian,30,Man,"{'Woman': np.float32(11.883948), 'Man': np.float32(88.11606)}"
9209,3-9,Male,White,19,Man,"{'Woman': np.float32(31.713465), 'Man': np.float32(68.28654)}"
9215,10-19,Female,Latino_Hispanic,35,Man,"{'Woman': np.float32(22.337217), 'Man': np.float32(77.66278)}"
9216,3-9,Male,Black,33,Man,"{'Woman': np.float32(0.7102316), 'Man': np.float32(99.289764)}"
9220,10-19,Female,White,32,Woman,"{'Woman': np.float32(94.42656), 'Man': np.float32(5.5734415)}"
9231,10-19,Female,Black,35,Man,"{'Woman': np.float32(1.1504824), 'Man': np.float32(98.84952)}"
9232,10-19,Female,Black,36,Man,"{'Woman': np.float32(32.114414), 'Man': np.float32(67.88558)}"
9238,10-19,Female,East Asian,31,Woman,"{'Woman': np.float32(99.99983), 'Man': np.float32(0.0001702325)}"
9239,3-9,Female,Latino_Hispanic,21,Woman,"{'Woman': np.float32(88.82462), 'Man': np.float32(11.175379)}"
9240,3-9,Female,Black,34,Woman,"{'Woman': np.float32(96.67981), 'Man': np.float32(3.3201926)}"
9242,10-19,Male,Southeast Asian,26,Man,"{'Woman': np.float32(1.0866848), 'Man': np.float32(98.913315)}"
9245,3-9,Female,Black,40,Woman,"{'Woman': np.float32(52.126347), 'Man': np.float32(47.873653)}"
9250,3-9,Female,Latino_Hispanic,25,Man,"{'Woman': np.float32(26.491198), 'Man': np.float32(73.5088)}"
9258,10-19,Female,East Asian,29,Woman,"{'Woman': np.float32(96.48824), 'Man': np.float32(3.5117579)}"
9259,3-9,Male,East Asian,25,Man,"{'Woman': np.float32(0.04394473), 'Man': np.float32(99.956055)}"
9260,10-19,Male,White,29,Woman,"{'Woman': np.float32(99.54506), 'Man': np.float32(0.454951)}"
9262,3-9,Female,Black,27,Man,"{'Woman': np.float32(24.86199), 'Man': np.float32(75.13801)}"
9263,10-19,Female,White,30,Woman,"{'Woman': np.float32(51.13006), 'Man': np.float32(48.86994)}"
9264,more than 70,Female,Black,27,Man,"{'Woman': np.float32(5.6458073), 'Man': np.float32(94.354195)}"
9266,10-19,Female,Southeast Asian,27,Man,"{'Woman': np.float32(37.662086), 'Man': np.float32(62.33791)}"
9270,0-2,Female,Indian,31,Woman,"{'Woman': np.float32(51.79156), 'Man': np.float32(48.208435)}"
9271,10-19,Female,East Asian,25,Man,"{'Woman': np.float32(1.8902147), 'Man': np.float32(98.10978)}"
9275,10-19,Male,White,23,Man,"{'Woman': np.float32(0.44392055), 'Man': np.float32(99.556076)}"
9279,3-9,Female,East Asian,33,Man,"{'Woman': np.float32(41.891384), 'Man': np.float32(58.108624)}"
9280,10-19,Male,Latino_Hispanic,24,Man,"{'Woman': np.float32(0.7099822), 'Man': np.float32(99.290016)}"
9285,10-19,Female,Latino_Hispanic,24,Man,"{'Woman': np.float32(27.584282), 'Man': np.float32(72.41572)}"
9287,3-9,Female,Latino_Hispanic,31,Woman,"{'Woman': np.float32(99.95659), 'Man': np.float32(0.04340889)}"
9288,0-2,Male,Southeast Asian,16,Woman,"{'Woman': np.float32(63.929005), 'Man': np.float32(36.070995)}"
9291,3-9,Male,Black,25,Woman,"{'Woman': np.float32(70.68404), 'Man': np.float32(29.31597)}"
9293,10-19,Female,Indian,25,Man,"{'Woman': np.float32(23.592491), 'Man': np.float32(76.40751)}"
9299,10-19,Female,East Asian,25,Woman,"{'Woman': np.float32(60.479664), 'Man': np.float32(39.52034)}"
9304,3-9,Male,Latino_Hispanic,29,Woman,"{'Woman': np.float32(89.11426), 'Man': np.float32(10.8857355)}"
9305,3-9,Female,East Asian,29,Woman,"{'Woman': np.float32(99.6422), 'Man': np.float32(0.35780334)}"
9307,10-19,Female,White,33,Man,"{'Woman': np.float32(24.37021), 'Man': np.float32(75.62979)}"
9308,3-9,Female,Latino_Hispanic,30,Woman,"{'Woman': np.float32(78.657486), 'Man': np.float32(21.34252)}"
9309,10-19,Female,East Asian,30,Woman,"{'Woman': np.float32(68.19248), 'Man': np.float32(31.807518)}"
9316,10-19,Male,Southeast Asian,34,Man,"{'Woman': np.float32(46.629196), 'Man': np.float32(53.370804)}"
9317,0-2,Female,Black,33,Man,"{'Woman': np.float32(2.7386062), 'Man': np.float32(97.26139)}"
9318,10-19,Female,Indian,34,Woman,"{'Woman': np.float32(74.17239), 'Man': np.float32(25.827602)}"
9319,10-19,Male,White,33,Woman,"{'Woman': np.float32(74.796524), 'Man': np.float32(25.203478)}"
9320,10-19,Female,East Asian,33,Woman,"{'Woman': np.float32(85.24376), 'Man': np.float32(14.75624)}"
9323,3-9,Male,Indian,27,Man,"{'Woman': np.float32(0.2853192), 'Man': np.float32(99.714676)}"
9336,10-19,Male,Black,24,Man,"{'Woman': np.float32(1.6127331), 'Man': np.float32(98.38727)}"
9343,10-19,Female,East Asian,30,Man,"{'Woman': np.float32(8.7848015), 'Man': np.float32(91.2152)}"
9348,3-9,Female,Black,28,Man,"{'Woman': np.float32(23.392729), 'Man': np.float32(76.60727)}"
9349,10-19,Female,Middle Eastern,27,Man,"{'Woman': np.float32(9.423318), 'Man': np.float32(90.576675)}"
9352,10-19,Female,East Asian,30,Man,"{'Woman': np.float32(26.641464), 'Man': np.float32(73.358536)}"
9355,3-9,Female,Southeast Asian,31,Woman,"{'Woman': np.float32(79.75008), 'Man': np.float32(20.249922)}"
9359,3-9,Female,White,32,Man,"{'Woman': np.float32(39.643), 'Man': np.float32(60.357)}"
9368,3-9,Female,Middle Eastern,35,Woman,"{'Woman': np.float32(99.631256), 'Man': np.float32(0.368745)}"
9377,10-19,Male,White,31,Man,"{'Woman': np.float32(15.20954), 'Man': np.float32(84.79046)}"
9385,3-9,Female,Indian,36,Man,"{'Woman': np.float32(4.856776), 'Man': np.float32(95.14323)}"
9389,3-9,Female,East Asian,23,Man,"{'Woman': np.float32(6.679185), 'Man': np.float32(93.320816)}"
9390,3-9,Female,East Asian,28,Woman,"{'Woman': np.float32(58.439613), 'Man': np.float32(41.560383)}"
9391,10-19,Female,Black,27,Man,"{'Woman': np.float32(1.107063), 'Man': np.float32(98.89294)}"
9401,3-9,Female,Middle Eastern,28,Man,"{'Woman': np.float32(25.234917), 'Man': np.float32(74.76508)}"
9407,3-9,Female,East Asian,23,Woman,"{'Woman': np.float32(88.4244), 'Man': np.float32(11.5756035)}"
9408,3-9,Male,Black,35,Man,"{'Woman': np.float32(9.996966), 'Man': np.float32(90.00304)}"
9417,3-9,Female,Black,42,Man,"{'Woman': np.float32(38.572235), 'Man': np.float32(61.427765)}"
9421,3-9,Female,Indian,33,Woman,"{'Woman': np.float32(90.61304), 'Man': np.float32(9.386963)}"
